"CASE_NUMBER","PRIMARY/SUB","cluster_id","agent_id","EMPLOYER_STATE","employer_latitude","employer_longitude","AGENT_ATTORNEY_STATE","agent_latitude","agent_longitude","WORKSITE_STATE","worksite_latitude","worksite_longitude","JOB_TITLE","PRIMARY_CROP","NBR_WORKERS_REQUESTED","BASIC_NUMBER_OF_HOURS","BASIC_RATE_OF_PAY","BASIC_UNIT_OF_PAY","SUPERVISE_OTHER_EMP","EDUCATION_LEVEL","EMP_EXPERIENCE_REQD","EMP_EXP_NUM_MONTHS","OTHER_WORKSITE_LOCATION","ORGANIZATION_FLAG","worksite_latitude_adj","worksite_longitude_adj","labor_aggregator","joint_application"
"H-300-16091-022443","SUB","jeremy turner farms","north carolina growers association  ncga","NC",35.11433,-77.81887,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",24,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.11433,-77.81887,"N",1
"H-300-16091-022443","SUB","sloan farms","north carolina growers association  ncga","NC",34.831,-77.81637,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",16,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.831,-77.81637,"N",1
"H-300-16091-022443","SUB","timothy lynn smith farms","north carolina growers association  ncga","NC",35.05516,-77.74637,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",11,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.05516,-77.74637,"N",1
"H-300-16091-022443","SUB","farfields","north carolina growers association  ncga","NC",35.89682,-77.5358,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",15,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.89682,-77.5358,"N",1
"H-300-16091-022443","SUB","ronald d james","north carolina growers association  ncga","NC",35.48875,-82.98887,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",10,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.48875,-82.98887,"N",1
"H-300-16091-022443","SUB","louis howard farms","north carolina growers association  ncga","NC",34.96239,-77.96221,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",14,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.96239,-77.96221,"N",1
"H-300-16091-022443","SUB","patrick duff farms","north carolina growers association  ncga","NC",35.2266,-77.84651,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",7,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.2266,-77.84651,"N",1
"H-300-16091-022443","SUB","brodnax seed company","north carolina growers association  ncga","VA",36.56693,-79.40256,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Cucumbers",24,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.56693,-79.40256,"N",1
"H-300-16091-093757","PRI","ventures of agriculture","underwood law firm","TX",35.20729,-101.8371,"TX",35.20729,-101.8371,"TX",36.02073,-101.8244,"Farmworker","Sorghum",80,36,11.15,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",36.02073,-101.8244,"N",0
"H-300-16091-133173","PRI","elkhorn packing co","malitzlaw","CA",36.6793,-121.6571,"CA",32.71669,-117.1693,"CA",36.50807,-121.4447,"Field Worker (Celery Harvest)","Celery",60,35,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",36.50807,-121.4447,"N",0
"H-300-16091-185988","PRI","j r baker produce","usa works","GA",31.26907,-83.68712,"GA",30.68287,-83.17986,"GA",31.26907,-83.68712,"Farm Workers","Corn",20,45,10.59,"Hour","N","None","Y",3,"Y","Individual Employer",31.26907,-83.68712,"N",0
"H-300-16091-195779","PRI","ahlholm","help","ME",44.12062,-69.24065,"NH",43.02045,-71.60026,"ME",44.12062,-69.24065,"farmworker and laborer crop","Corn",12,40,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",44.12062,-69.24065,"N",0
"H-300-16091-216615","PRI","eric smith","agriculture workforce management association","KY",36.66505,-87.44279,"KY",38.04641,-84.49704,"KY",36.66505,-87.44279,"FARM WORKERS AND LABORERS, CROP","Tobacco",1,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.66505,-87.44279,"N",0
"H-300-16091-231368","PRI","emerald valley ranches",NA,"ME",46.86063,-68.01168,NA,NA,NA,"ME",46.86063,-68.01168,"Farm Laborer, crop","Broccoli",112,40,11.74,"Hour","N","None","Y",1,"Y","Individual Employer",46.86063,-68.01168,"N",0
"H-300-16091-252519","PRI","lk hollenbeak logging company","snake river farmers association","CA",40.55431,-123.1831,"ID",42.55852,-113.7639,"CA",40.55431,-123.1831,"Farm/Irrigation/Livestock Worker","Cattle",1,48,11.89,"Hour","N","None","Y",0,"N","Individual Employer",40.55431,-123.1831,"N",0
"H-300-16091-367127","PRI","sandy river farms","agriculture workforce management association","KY",38.33258,-82.9485,"KY",38.04641,-84.49704,"KY",38.33258,-82.9485,"FARM WORKERS & LABORERS, CROP","Burley",10,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",38.33258,-82.9485,"N",0
"H-300-16091-402267","PRI","greg mathews","agriculture workforce management association","TN",36.52776,-87.35887,"KY",38.04641,-84.49704,"TN",36.52776,-87.35887,"FARM WORKERS & LABORERS, CROP","Tobacco",6,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.52776,-87.35887,"N",0
"H-300-16091-460984","PRI","a and b costanza farms","great lakes ag labor services","MI",42.04365,-86.36919,"MI",42.73381,-84.52071,"MI",42.04365,-86.36919,"Farmworker, Crop/Hand Harvester","General Farmworker",80,40,12.02,"Hour","N","None","Y",3,"Y","Individual Employer",42.04365,-86.36919,"N",0
"H-300-16091-473435","PRI","atkins farms","help","MA",42.37319,-72.51988,"NH",43.02045,-71.60026,"MA",42.27727,-72.4008,"farmworker and laborer crop","Fruits",2,40,11.74,"Hour","N","None","Y",1,"N","Association - Filing as Agent (H-2A Only)",42.27727,-72.4008,"N",0
"H-300-16091-504755","PRI","featherstone fruits vegetables",NA,"MN",43.80826,-91.75313,NA,NA,NA,"MN",43.80826,-91.75313,"Farmworker, Laborer, Crop","Broccoli",22,40,12.02,"Hour","N","None","Y",3,"N","Individual Employer",43.80826,-91.75313,"N",0
"H-300-16091-530343","PRI","ledge rock farms","valley growers coop","NY",43.22028,-78.38664,"NY",41.65982,-73.95708,"NY",43.22028,-78.38664,"FARMWORKERS and LABORERS CROP","Squash",5,40,11.74,"Hour","N","None","Y",3,"Y","Individual Employer",43.22028,-78.38664,"N",0
"H-300-16091-642259","PRI","h2 solutions","h2 express","NC",34.22573,-77.94471,"NY",42.25286,-73.79096,"NC",35.44556,-78.42947,"Farmworkers","Sweet Potatoes",22,40,10.72,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",35.44556,-78.42947,"N",0
"H-300-16091-672535","PRI","fresh harvest","malitzlaw","CA",32.73167,-115.5307,"CA",32.71669,-117.1693,"CA",34.95164,-120.4165,"Strawberry Machine Harvest & Strawberry Planting","Strawberries",40,35,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",34.95164,-120.4165,"N",0
"H-300-16091-677791","PRI","olsen custom farms","placement services global","MN",44.50719,-96.42421,"MO",39.612,-94.59781,"MN",44.50719,-96.42421,"Farmworker Grain","Grains",14,48,12.02,"Hour","N","High School/GED","Y",6,"Y","H-2A Labor Contractor or Job Contractor",44.50719,-96.42421,"N",0
"H-300-16091-685416","PRI","crider dairy","law office of michele contreras","TX",30.98337,-103.7425,"NJ",39.93484,-75.03073,"TX",30.98337,-103.7425,"Farm Laborer","Hay and Straw",2,40,11.15,"Hour","N","None","Y",2,"N","Individual Employer",30.98337,-103.7425,"N",0
"H-300-16091-686730","PRI","russell costanza farms","great lakes ag labor services","MI",42.04365,-86.36919,"MI",42.73381,-84.52071,"MI",42.04365,-86.36919,"Farmworkers, Crop/Hand Harvester","Tomatoes",90,40,12.02,"Hour","N","None","Y",3,"Y","Individual Employer",42.04365,-86.36919,"N",0
"H-300-16091-687999","PRI","blackhorse farm","valley growers coop","NY",42.35092,-73.8029,"NY",41.65982,-73.95708,"NY",42.35092,-73.8029,"FARMWORKERS and LABORERS CROP","Cabbage",6,40,11.74,"Hour","N","None","Y",3,"Y","Individual Employer",42.35092,-73.8029,"N",0
"H-300-16091-691611","PRI","wertman farm","h2 express","NY",42.84202,-73.62262,"NY",42.25286,-73.79096,"NY",42.84202,-73.62262,"Crop Farm Workers and Laborers","Fruits and Vegetables",2,40,11.74,"Hour","N","None","Y",6,"N","Individual Employer",42.84202,-73.62262,"N",0
"H-300-16091-697476","PRI","lory fruit farms",NA,"PA",40.00898,-77.11554,NA,NA,NA,"PA",40.00898,-77.11554,"Farm Worker","Peaches",6,40,11.66,"Hour","N","None","Y",3,"Y","Association - Sole Employer (H-2A Only)",40.00898,-77.11554,"N",0
"H-300-16091-790231","PRI","bjornstad harvesting","usa farm labor","ND",48.76059,-98.36782,"NC",35.48875,-82.98887,"ND",48.76059,-98.36782,"Ag. Equip Oper/CustomHarvester","Agricultural Equipment Operator",6,48,11.15,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",48.76059,-98.36782,"N",0
"H-300-16091-796682","PRI","mclaughlin tobacco","help","MA",42.05482,-72.77039,"NH",43.02045,-71.60026,"MA",42.05482,-72.77039,"farmworker and laborer crop","Tobacco",3,40,11.74,"Hour","N","None","Y",1,"Y","Association - Filing as Agent (H-2A Only)",42.05482,-72.77039,"N",0
"H-300-16091-805196","PRI","mark paplow harvesting and trucking","golden opportunities international","ND",48.04305,-98.34436,"IA",43.02183,-91.17845,"ND",48.04305,-98.34436,"Farm Machine Operator","Agricultural Equipment Operator",6,48,11.15,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",48.04305,-98.34436,"N",0
"H-300-16091-806430","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",46.82597,-119.1753,"Farm Laborer","Apples",30,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16091-806430","SUB","valley roz orchards","wafla","WA",46.60156,-120.5108,"WA",47.02639,-122.8072,"WA",46.82597,-119.1753,"Farm Laborer","Apples",15,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.60156,-120.5108,"N",1
"H-300-16091-806430","SUB","valley roz orchards","wafla","WA",46.60156,-120.5108,"WA",47.02639,-122.8072,"WA",46.82597,-119.1753,"Farm Laborer","Apples",15,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.60156,-120.5108,"N",1
"H-300-16091-831256","PRI","richgrove tobacco","agriculture workforce management association","KY",36.86577,-87.48895,"KY",38.04641,-84.49704,"KY",36.86577,-87.48895,"FARM WORKERS and LABORERS, CROP","Tobacco",30,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.86577,-87.48895,"N",0
"H-300-16091-863061","PRI","leitz farms","great lakes ag labor services","MI",42.04365,-86.36919,"MI",42.73381,-84.52071,"MI",42.04365,-86.36919,"Farmworkers, Crop/Hand Harvester","General Farmworker",126,40,12.02,"Hour","N","None","Y",3,"Y","Individual Employer",42.04365,-86.36919,"N",0
"H-300-16091-866692","PRI","fresh harvest","malitzlaw","CA",32.73167,-115.5307,"CA",32.71669,-117.1693,"CA",36.76579,-121.758,"Strawberry Machine&Ground Harvest","Strawberries",30,35,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",36.76579,-121.758,"N",0
"H-300-16091-895681","PRI","north carolina growers association  ncga",NA,"NC",35.25627,-79.28225,NA,NA,NA,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",641,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.25627,-79.28225,"Y",0
"H-300-16091-895681","SUB","rh byrd jr","north carolina growers association  ncga","NC",35.30961,-78.7803,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.30961,-78.7803,"N",1
"H-300-16091-895681","SUB","jerry jones","north carolina growers association  ncga","NC",35.45155,-77.68109,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.45155,-77.68109,"N",1
"H-300-16091-895681","SUB","wayne bailey  clinton location","north carolina growers association  ncga","NC",34.99795,-78.32333,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",20,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.99795,-78.32333,"N",1
"H-300-16091-895681","SUB","joseph keith pearce","north carolina growers association  ncga","NC",35.72127,-77.91554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.72127,-77.91554,"N",1
"H-300-16091-895681","SUB","trent wilson farms","north carolina growers association  ncga","NC",35.5071,-78.73918,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",14,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.5071,-78.73918,"N",1
"H-300-16091-895681","SUB","gardy farms","north carolina growers association  ncga","NC",35.19655,-78.06638,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",14,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.19655,-78.06638,"N",1
"H-300-16091-895681","SUB","randal s benson","north carolina growers association  ncga","NC",35.5071,-78.73918,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",15,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.5071,-78.73918,"N",1
"H-300-16091-895681","SUB","price brothers farming","north carolina growers association  ncga","NC",35.19655,-78.06638,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.19655,-78.06638,"N",1
"H-300-16091-895681","SUB","white oak acres","north carolina growers association  ncga","NC",35.9746,-77.96554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",9,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9746,-77.96554,"N",1
"H-300-16091-895681","SUB","seven maples farm","north carolina growers association  ncga","NC",36.09597,-79.26696,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.09597,-79.26696,"N",1
"H-300-16091-895681","SUB","holland farms","north carolina growers association  ncga","NC",35.59594,-78.124,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",4,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.59594,-78.124,"N",1
"H-300-16091-895681","SUB","currin farms","north carolina growers association  ncga","NC",36.3107,-78.59083,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.3107,-78.59083,"N",1
"H-300-16091-895681","SUB","britt farms","north carolina growers association  ncga","NC",35.11433,-77.81887,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",12,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.11433,-77.81887,"N",1
"H-300-16091-895681","SUB","rb lancaster sons","north carolina growers association  ncga","NC",35.60683,-77.82331,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",25,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.60683,-77.82331,"N",1
"H-300-16091-895681","SUB","b e farms general partnership","north carolina growers association  ncga","NC",35.80655,-77.86332,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.80655,-77.86332,"N",1
"H-300-16091-895681","SUB","david parker farms","north carolina growers association  ncga","NC",35.10849,-77.04411,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.10849,-77.04411,"N",1
"H-300-16091-895681","SUB","jeremy a stegall","north carolina growers association  ncga","NC",36.39848,-78.15527,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.39848,-78.15527,"N",1
"H-300-16091-895681","SUB","w e dawson","north carolina growers association  ncga","NC",35.60683,-77.82331,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",10,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.60683,-77.82331,"N",1
"H-300-16091-895681","SUB","bell ridge farm","north carolina growers association  ncga","NC",35.3458,-79.41705,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.3458,-79.41705,"N",1
"H-300-16091-895681","SUB","ec pope farms","north carolina growers association  ncga","NC",35.54937,-77.05356,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.54937,-77.05356,"N",1
"H-300-16091-895681","SUB","the bass farm","north carolina growers association  ncga","NC",35.9746,-77.96554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9746,-77.96554,"N",1
"H-300-16091-895681","SUB","jerry thomas jordan","north carolina growers association  ncga","NC",35.7804,-78.6391,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",5,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.7804,-78.6391,"N",1
"H-300-16091-895681","SUB","adcock and son","north carolina growers association  ncga","NC",36.3107,-78.59083,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.3107,-78.59083,"N",1
"H-300-16091-895681","SUB","jason w dixon","north carolina growers association  ncga","NC",36.3107,-78.59083,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",7,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.3107,-78.59083,"N",1
"H-300-16091-895681","SUB","mangum farms","north carolina growers association  ncga","NC",35.39912,-78.8156,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",4,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.39912,-78.8156,"N",1
"H-300-16091-895681","SUB","van batchelor farms","north carolina growers association  ncga","NC",35.9746,-77.96554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",5,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9746,-77.96554,"N",1
"H-300-16091-895681","SUB","brian keith","north carolina growers association  ncga","NC",35.78091,-78.11843,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.78091,-78.11843,"N",1
"H-300-16091-895681","SUB","j and j thompson farms","north carolina growers association  ncga","NC",35.98031,-78.51037,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",17,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.98031,-78.51037,"N",1
"H-300-16091-895681","SUB","m w harper farming","north carolina growers association  ncga","NC",35.14544,-77.70386,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",11,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.14544,-77.70386,"N",1
"H-300-16091-895681","SUB","major foy ivey iii","north carolina growers association  ncga","NC",35.19655,-78.06638,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",14,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.19655,-78.06638,"N",1
"H-300-16091-895681","SUB","n n farms","north carolina growers association  ncga","NC",36.09904,-78.30111,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",15,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.09904,-78.30111,"N",1
"H-300-16091-895681","SUB","gregory tyndall farms","north carolina growers association  ncga","NC",34.99795,-78.64251,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",2,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.99795,-78.64251,"N",1
"H-300-16091-895681","SUB","smith and barkley farms","north carolina growers association  ncga","NC",34.61833,-79.00821,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",3,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.61833,-79.00821,"N",1
"H-300-16091-895681","SUB","xtreme","north carolina growers association  ncga","NC",36.39375,-78.98279,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",7,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.39375,-78.98279,"N",1
"H-300-16091-895681","SUB","winstead farms","north carolina growers association  ncga","NC",35.9746,-77.96554,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",3,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.9746,-77.96554,"N",1
"H-300-16091-895681","SUB","rj hinnant sons farms","north carolina growers association  ncga","NC",35.59594,-78.124,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",18,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.59594,-78.124,"N",1
"H-300-16091-895681","SUB","manley keith stovall jr","north carolina growers association  ncga","NC",36.49906,-80.10431,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",3,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.49906,-80.10431,"N",1
"H-300-16091-895681","SUB","john c barnes","north carolina growers association  ncga","NC",35.94515,-78.11193,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",140,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.94515,-78.11193,"N",1
"H-300-16091-895681","SUB","carl s sloan","north carolina growers association  ncga","NC",35.78264,-80.8873,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.78264,-80.8873,"N",1
"H-300-16091-895681","SUB","joel lamm","north carolina growers association  ncga","NC",35.78091,-78.11843,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",1,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.78091,-78.11843,"N",1
"H-300-16091-895681","SUB","logan cattle co","north carolina growers association  ncga","NC",36.09904,-78.30111,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",24,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.09904,-78.30111,"N",1
"H-300-16091-895681","SUB","jp davenport son","north carolina growers association  ncga","NC",35.59065,-77.34794,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",4,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.59065,-77.34794,"N",1
"H-300-16091-895681","SUB","danny parker watkins jr","north carolina growers association  ncga","NC",35.5071,-78.73918,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",7,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.5071,-78.73918,"N",1
"H-300-16091-895681","SUB","shelton farms","north carolina growers association  ncga","NC",35.60683,-77.82331,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",13,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.60683,-77.82331,"N",1
"H-300-16091-895681","SUB","sullivan farms","north carolina growers association  ncga","NC",35.19655,-78.06638,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",6,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.19655,-78.06638,"N",1
"H-300-16091-895681","SUB","arnold drew smith","north carolina growers association  ncga","NC",34.95295,-78.50862,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",101,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",34.95295,-78.50862,"N",1
"H-300-16091-895681","SUB","bessie randy allen","north carolina growers association  ncga","NC",35.48211,-77.58608,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",4,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.48211,-77.58608,"N",1
